id1,id2,X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,fire,month nominal,label,dayIndex,features,normFeatures,prediction
0,4,5,8,6,aug,sun,92.3,85.3,488.0,14.7,22.2,29,5.4,0.0,0,8,0,0.0,"[8.0,6.0,92.3,8.0,0.0,85.3,488.0,14.7,22.2,29.0,5.4,0.0]","[0.010541573329819474,0.007906179997364605,0.12162340229279218,0.010541573329819474,0.0,0.11239952562920014,0.643035973118988,0.019370140993543283,0.029252865990249042,0.03821320332059559,0.007115561997628145,0.0]",0.0
1,7,8,8,6,sep,tue,91.0,129.5,692.6,7.0,13.1,63,5.4,0.0,0,9,0,4.0,"[8.0,6.0,91.0,9.0,4.0,129.5,692.6,7.0,13.1,63.0,5.4,0.0]","[0.007777561734396266,0.0058331713007971995,0.08846976472875752,0.008749756951195798,0.003888780867198133,0.12589928057553956,0.6733424071553568,0.006805366517596732,0.012735757340073884,0.061248298658370594,0.00524985417071748,0.0]",1.0
2,13,14,6,5,sep,wed,92.9,133.3,699.6,9.2,26.4,21,4.5,0.0,0,9,0,6.0,"[6.0,5.0,92.9,9.0,6.0,133.3,699.6,9.2,26.4,21.0,4.5,0.0]","[0.005923585743903642,0.004936321453253035,0.0917168526014414,0.008885378615855463,0.005923585743903642,0.13160232994372595,0.6906900977391648,0.009082831473985585,0.026063777273176027,0.020732550103662747,0.004442689307927732,0.0]",0.0
3,19,22,7,4,jun,sun,94.3,96.3,200.0,8.4,21.0,44,4.5,0.0,0,6,0,0.0,"[7.0,4.0,94.3,6.0,0.0,96.3,200.0,8.4,21.0,44.0,4.5,0.0]","[0.014418125643666324,0.008238928939237899,0.19423274974253346,0.012358393408856848,0.0,0.1983522142121524,0.411946446961895,0.01730175077239959,0.04325437693099897,0.09062821833161688,0.009268795056642637,0.0]",0.0
4,29,33,6,3,sep,sun,91.7,75.6,718.3,7.8,17.7,39,3.6,0.0,0,9,0,0.0,"[6.0,3.0,91.7,9.0,0.0,75.6,718.3,7.8,17.7,39.0,3.6,0.0]","[0.006174745291756716,0.003087372645878358,0.09437069054234846,0.009262117937635074,0.0,0.0778017906761346,0.7392199238448081,0.00802716887928373,0.01821549861068231,0.04013584439641865,0.0037048471750540293,0.0]",0.0
5,30,34,6,3,sep,mon,91.8,78.5,724.3,9.2,21.2,32,2.7,0.0,0,9,0,3.0,"[6.0,3.0,91.8,9.0,3.0,78.5,724.3,9.2,21.2,32.0,2.7,0.0]","[0.0061180789232181095,0.0030590394616090547,0.09360660752523707,0.009177118384827165,0.0030590394616090547,0.0800448659121036,0.7385540940144794,0.009381054348934433,0.02161721219537065,0.032629754257163246,0.0027531355154481493,0.0]",0.0
6,31,35,6,3,sep,tue,90.3,80.7,730.2,6.3,18.2,62,4.5,0.0,0,9,0,4.0,"[6.0,3.0,90.3,9.0,4.0,80.7,730.2,6.3,18.2,62.0,4.5,0.0]","[0.005915992900808519,0.0029579964504042595,0.08903569315716821,0.008873989351212778,0.003943995267205679,0.07957010451587458,0.7199763360283967,0.006211792545848945,0.01794517846578584,0.061131926641688025,0.004436994675606389,0.0]",0.0
7,36,40,4,4,jul,tue,91.6,60.6,366.7,1.5,23.3,37,3.1,0.0,0,7,0,4.0,"[4.0,4.0,91.6,7.0,4.0,60.6,366.7,1.5,23.3,37.0,3.1,0.0]","[0.006635700066357001,0.006635700066357001,0.1519575315195753,0.011612475116124753,0.006635700066357001,0.10053085600530857,0.6083278035832781,0.0024883875248838754,0.038652952886529535,0.06138022561380226,0.005142667551426676,0.0]",0.0
8,47,51,4,3,aug,sun,90.2,99.6,631.2,6.3,21.5,34,2.2,0.0,0,8,0,0.0,"[4.0,3.0,90.2,8.0,0.0,99.6,631.2,6.3,21.5,34.0,2.2,0.0]","[0.0044444444444444444,0.0033333333333333335,0.10022222222222223,0.008888888888888889,0.0,0.11066666666666666,0.7013333333333334,0.007,0.02388888888888889,0.03777777777777778,0.002444444444444445,0.0]",0.0
9,50,54,4,3,aug,thu,91.7,114.3,661.3,6.3,17.6,45,3.6,0.0,0,8,0,5.0,"[4.0,3.0,91.7,8.0,5.0,114.3,661.3,6.3,17.6,45.0,3.6,0.0]","[0.004167534903104814,0.0031256511773286103,0.09554073765367786,0.008335069806209627,0.005209418628881017,0.11908730985622004,0.6889977078558033,0.006563867472390081,0.018337153573661183,0.046884767659929154,0.0037507814127943325,0.0]",0.0
10,51,55,4,3,sep,thu,92.9,137.0,706.4,9.2,27.7,24,2.2,0.0,0,9,0,5.0,"[4.0,3.0,92.9,9.0,5.0,137.0,706.4,9.2,27.7,24.0,2.2,0.0]","[0.003920031360250881,0.002940023520188161,0.09104272834182674,0.008820070560564483,0.004900039200313602,0.1342610740885927,0.6922775382203057,0.009016072128577027,0.027146217169737356,0.02352018816150529,0.002156017248137985,0.0]",0.0
