id1,id2,X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,fire,month nominal,label,dayIndex,features,scaledFeatures,prediction
0,12,13,6,5,sep,mon,90.9,126.5,686.5,7.0,21.3,42,2.2,0.0,0,9,0,3.0,"[6.0,5.0,90.9,9.0,3.0,126.5,686.5,7.0,21.3,42.0,2.2,0.0]","[2.571326996428601,3.982381463271727,50.23967413659229,3.875373534710064,1.5311039809319404,2.2397763637988746,2.743719732741403,2.0051908770276357,3.6220807813646854,2.860375450604456,1.392152611521202,0.0]",0.0
1,13,14,6,5,sep,wed,92.9,133.3,699.6,9.2,26.4,21,4.5,0.0,0,9,0,6.0,"[6.0,5.0,92.9,9.0,6.0,133.3,699.6,9.2,26.4,21.0,4.5,0.0]","[2.571326996428601,3.982381463271727,51.34505750593426,3.875373534710064,3.062207961863881,2.360175409441818,2.796076219994007,2.6353937240934635,4.4893395600013,1.430187725302228,2.847584887202458,0.0]",0.0
2,22,25,7,4,aug,sun,91.4,142.4,601.4,10.6,16.3,60,5.4,0.0,0,8,0,0.0,"[7.0,4.0,91.4,8.0,0.0,142.4,601.4,10.6,16.3,60.0,5.4,0.0]","[2.9998814958333675,3.1859051706173815,50.51601997892779,3.4447764752978345,0.0,2.521297661699286,2.4036023995202913,3.0364318994989907,2.7718270768189845,4.086250643720652,3.4171018646429503,0.0]",1.0
3,33,37,7,4,oct,fri,90.0,41.5,682.6,8.7,11.3,60,5.4,0.0,0,10,0,1.0,"[7.0,4.0,90.0,10.0,1.0,41.5,682.6,8.7,11.3,60.0,5.4,0.0]","[2.9998814958333675,3.1859051706173815,49.74225162038841,4.305970594122293,0.5103679936439801,0.7347882932620813,2.728132686918109,2.4921658043057753,1.921573372273284,4.086250643720652,3.4171018646429503,0.0]",0.0
4,37,41,4,4,aug,sat,90.2,96.9,624.2,8.9,18.4,42,6.7,0.0,0,8,0,2.0,"[4.0,4.0,90.2,8.0,2.0,96.9,624.2,8.9,18.4,42.0,6.7,0.0]","[1.7142179976190672,3.1859051706173815,49.85278995732261,3.4447764752978345,1.0207359872879602,1.715686400411944,2.494726667410319,2.549456972220851,3.1289336327281787,2.860375450604456,4.2397374987236605,0.0]",0.0
5,40,44,4,4,sep,wed,90.1,82.9,735.7,6.2,12.9,74,4.9,0.0,0,9,0,6.0,"[4.0,4.0,90.1,9.0,6.0,82.9,735.7,6.2,12.9,74.0,4.9,0.0]","[1.7142179976190672,3.1859051706173815,49.7975207888555,3.875373534710064,3.062207961863881,1.4678060123235313,2.940356310819884,1.7760262053673344,2.1936545577279083,5.03970912725547,3.100703543842677,0.0]",1.0
6,48,52,4,3,aug,wed,92.1,111.2,654.1,9.6,20.4,42,4.9,0.0,0,8,0,6.0,"[4.0,3.0,92.1,8.0,6.0,111.2,654.1,9.6,20.4,42.0,4.9,0.0]","[1.7142179976190672,2.389428877963036,50.902904158197465,3.4447764752978345,3.062207961863881,1.9688785111022518,2.6142273520555745,2.7499760599236143,3.469035114546459,2.860375450604456,3.100703543842677,0.0]",0.0
7,61,65,2,2,aug,thu,91.7,114.3,661.3,6.3,18.6,44,4.5,0.0,0,8,0,5.0,"[2.0,2.0,91.7,8.0,5.0,114.3,661.3,6.3,18.6,44.0,4.5,0.0]","[0.8571089988095336,1.5929525853086908,50.68182748432908,3.4447764752978345,2.5518399682199004,2.0237663113218285,2.643003436652425,1.804671789324872,3.162943780910007,2.9965838053951446,2.847584887202458,0.0]",0.0
8,68,72,5,4,mar,fri,91.7,33.3,77.5,9.0,15.6,25,6.3,0.0,0,3,0,1.0,"[5.0,4.0,91.7,3.0,1.0,33.3,77.5,9.0,15.6,25.0,6.3,0.0]","[2.142772497023834,3.1859051706173815,50.68182748432908,1.291791178236688,0.5103679936439801,0.5896012088102965,0.3097425772577695,2.5781025561783886,2.6527915581825865,1.7026044348836047,3.986618842083441,0.0]",0.0
9,69,73,5,4,aug,tue,88.8,147.3,614.5,9.0,17.3,43,4.5,0.0,0,8,0,4.0,"[5.0,4.0,88.8,8.0,4.0,147.3,614.5,9.0,17.3,43.0,4.5,0.0]","[2.142772497023834,3.1859051706173815,49.07902159878323,3.4447764752978345,2.0414719745759204,2.608055797530231,2.455958886772895,2.5781025561783886,2.941877817728125,2.9284796279998,2.847584887202458,0.0]",0.0
10,79,83,1,2,aug,wed,92.1,111.2,654.1,9.6,16.6,47,0.9,0.0,0,8,0,6.0,"[1.0,2.0,92.1,8.0,6.0,111.2,654.1,9.6,16.6,47.0,0.9,0.0]","[0.4285544994047668,1.5929525853086908,50.902904158197465,3.4447764752978345,3.062207961863881,1.9688785111022518,2.6142273520555745,2.7499760599236143,2.822842299091727,3.200896337581177,0.5695169774404917,0.0]",0.0
11,81,85,1,2,sep,thu,92.9,137.0,706.4,9.2,21.5,15,0.9,0.0,0,9,0,5.0,"[1.0,2.0,92.9,9.0,5.0,137.0,706.4,9.2,21.5,15.0,0.9,0.0]","[0.4285544994047668,1.5929525853086908,51.34505750593426,3.875373534710064,2.5518399682199004,2.425686654865184,2.823253633224366,2.6353937240934635,3.6560909295465134,1.021562660930163,0.5695169774404917,0.0]",0.0
12,83,87,1,2,sep,thu,92.9,137.0,706.4,9.2,22.4,34,2.2,0.0,0,9,0,5.0,"[1.0,2.0,92.9,9.0,5.0,137.0,706.4,9.2,22.4,34.0,2.2,0.0]","[0.4285544994047668,1.5929525853086908,51.34505750593426,3.875373534710064,2.5518399682199004,2.425686654865184,2.823253633224366,2.6353937240934635,3.8091365963647394,2.3155420314417023,1.392152611521202,0.0]",0.0
13,89,93,8,6,aug,sun,91.4,142.4,601.4,10.6,18.2,43,4.9,0.0,0,8,0,0.0,"[8.0,6.0,91.4,8.0,0.0,142.4,601.4,10.6,18.2,43.0,4.9,0.0]","[3.4284359952381345,4.778857755926072,50.51601997892779,3.4447764752978345,0.0,2.521297661699286,2.4036023995202913,3.0364318994989907,3.0949234845463507,2.9284796279998,3.100703543842677,0.0]",0.0
